Film,Rotten Tomatoes % critics,Metacritic % critics,Average critics %,Rotten Tomatoes Audience %,Metacritic Audience %,Rotten Tomatoes vs Metacritic % deviance,Average audience %,Audience vs Critics deviance %,Primary Genre,Genres,Script Type,Opening weekend ($million),Opening Weekend,Domestic gross ($million),Domestic Gross,Foreign Gross ($million),Foreign Gross,Worldwide Gross,Worldwide Gross ($million),% of Gross earned abroad,Budget ($million),% Budget recovered,% Budget recovered opening weekend,Year,Oscar Winners,Oscar Detail,Link
Star Trek Into Darkness,87.0,72.0,79.5,90.0,78.0,12,84,-4.5,Action,"Action, Adventure, Sci-Fi. Thriller",sequel,70.165559,70165559.0,228.778661,228778661.0,239.0,239000000,467778661.0,467.778661,0.5109254011,190.0,2.461992953,0.3692924158,2013.0,,,http://www.amazon.com/gp/product/B00E5Q1LTY/?tag=titb-20
Ex Machina,92.0,78.0,85,85.0,80.0,5,82.5,2.5,sci-fi,"sci-fi, thriller",original screenplay,5.3495,5349500.0,25.442958,25442958.0,11.426456,11426456,36869414.0,36.869414,0.3099169409,15.0,2.457960933,0.3566333333,2015.0,,,http://www.amazon.com/gp/product/B00VWQ3LQG/?tag=titb-20
Uncle Drew,64.0,57.0,60.5,54.0,62.0,-8,58,2.5,Comedy,Comedy,original screenplay,15.242781,15242781.0,42.313019,42313019.0,1.874202,1874202,44187221.0,441.87221,0.04241502311,18.0,2.454845611,0.8468211667,2018.0,,,https://www.amazon.com/Uncle-Drew-Kyrie-Irving/dp/B07G4MYNJF/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546970638&sr=1-1&keywords=Uncle+Drew
Before I Fall,63.0,58.0,60.5,57.0,62.0,-5,59.5,1,drama,drama,adaptation,4.690214,4690214.0,12.241122,12241122.0,0.0,0,12241122.0,12.241122,0.0,5.0,2.4482244,0.9380428,2017.0,,,-
Safe House,53.0,52.0,52.5,64.0,65.0,-1,64.5,-12,action,"action, crime, mystery",original screenplay,40.17272,40172720.0,126.373434,126373434.0,81.702771,81702771,208076205.0,208.076205,0.3926579255,85.0,2.447955353,0.4726202353,2012.0,,,http://www.amazon.com/gp/product/B0088TG252/?tag=titb-20
Max Payne,16.0,31.0,23.5,36.0,55.0,-19,45.5,-22,action,"action, crime  ",adaptation,17.6,17600000.0,40.69,40690000.0,44.73,44730000,85420000.0,85.42,0.5236478576,35.0,2.440571429,0.5028571429,2008.0,,,http://www.amazon.com/gp/product/B003Y19DVY/?tag=titb-20
Dora and the Lost City of Gold,84.0,63.0,73.5,88.0,44.0,44,66,7.5,Adventure,Adventure,adaptation,17.431588,17431588.0,60.477943,60477943.0,58.804784,58804784,119282727.0,119.282727,0.492986583,49.0,2.434341367,0.3557466939,2019.0,,,https://www.amazon.co.uk/Dora-Lost-City-Isabela-Moner/dp/B07WMF17X1/ref=sr_1_1?keywords=Dora+and+the+Lost+City+of+Gold&qid=1577973375&s=instant-video&sr=1-1
Hercules (2014),60.0,47.0,53.5,50.0,65.0,-15,57.5,-4,action,"action, adventure",adaptation,29.800263,29800263.0,72.688614,72688614.0,170.7,170700000,243388614.0,243.388614,0.7013475166,100.0,2.43388614,0.29800263,2014.0,,,http://www.amazon.com/gp/product/B00OPX707Y/?tag=titb-20
Cloudy with a Chance of Meatballs ,86.0,66.0,76,70.0,67.0,3,68.5,7.5,animation,"animation, comedy, family",adaptation,30.3,30300000.0,124.9,124900000.0,118.13,118130000,243030000.0,243.03,0.4860716784,100.0,2.4303,0.303,2009.0,,,http://www.amazon.com/gp/product/B00I3BQ2NW/?tag=titb-20
RoboCop,49.0,52.0,50.5,51.0,63.0,-12,57,-6.5,action,"action, sci-fi, thriller, crime",remake / reboot,21.68143,21681430.0,58.607007,58607007.0,184.081958,184081958,242668965.0,242.668965,0.7585723127,100.0,2.42668965,0.2168143,2014.0,,,http://www.amazon.com/gp/product/B00IK590UI/?tag=titb-20
Mr. Brooks,56.0,45.0,50.5,76.0,88.0,-12,82,-31.5,thriller,thriller,original screenplay,10.017067,10017067.0,28.549298,28549298.0,19.572602,19572602,48121900.0,48.1219,0.4067296179,20.0,2.406095,0.50085335,2007.0,,,http://www.amazon.co.uk/Mr-Brooks-Kevin-Costner/dp/B01AA0E7IA/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1457386253&sr=1-1&keywords=Mr.+Brooks
Let there be Light,60.0,-,-,78.0,55.0,23,66.5,-,drama,drama,original screenplay,1.729535,1729535.0,7.184198,7184198.0,0.0,0,7184198.0,7.184198,0.0,3.0,2.394732667,0.5765116667,2017.0,,,-
Blades of Glory,69.0,64.0,66.5,68.0,70.0,-2,69,-2.5,comedy,"sports, comedy",original screenplay,33.014202,33014202.0,118.594548,118594548.0,27.114094,27114094,145708642.0,145.708642,0.186084323,61.0,2.388666262,0.5412164262,2007.0,,,http://www.amazon.co.uk/BLADES-GLORY-Will-Ferrell/dp/B00FYOG2SQ/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1457385676&sr=1-1&keywords=Blades+of+Glory
Law Abiding Citizen ,25.0,34.0,29.5,77.0,66.0,11,71.5,-42,crime,"crime, thriller",original screenplay,21.0,21000000.0,73.4,73400000.0,53.08,53080000,126480000.0,126.48,0.4196710942,53.0,2.386415094,0.3962264151,2009.0,,,http://www.amazon.com/gp/product/B003CP72QK/?tag=titb-20
Oblivion,54.0,54.0,54,61.0,70.0,-9,65.5,-11.5,Action,"Action, Adventure, Sci-Fi, Mystery, Thriller",adaptation,37.054485,37054485.0,89.107235,89107235.0,197.061337,197061337,286168572.0,286.168572,0.6886197727,120.0,2.3847381,0.308787375,2013.0,,,http://www.amazon.com/gp/product/B00DP3IGJ6/?tag=titb-20
Percy Jackson & the Olympians: The Lightning Thief,50.0,47.0,48.5,57.0,52.0,5,54.5,-6,adventure,"adventure, family, fantasy",adaptation,31.2,31200000.0,88.77,88770000.0,137.73,137730000,226500000.0,226.5,0.6080794702,95.0,2.384210526,0.3284210526,2010.0,,,http://www.amazon.com/gp/product/B003U6BE8I/?tag=titb-20
Rambo,36.0,46.0,41,70.0,86.0,-16,78,-37,action,"action, thriller, war",sequel,18.2,18200000.0,42.75,42750000.0,70.49,70490000,113240000.0,113.24,0.6224832215,47.5,2.384,0.3831578947,2008.0,,,http://www.amazon.com/gp/product/B001AMVKOC/?tag=titb-20
Middle School: The Worst Years of My Life,55.0,51.0,53,65.0,63.0,2,64,-11,Comedy,Comedy,adaptation,6.878437,6878437.0,19.576626,19576626.0,0.655877,655877,20232503.0,20.232503,0.03241699754,8.5,2.380294471,0.8092278824,2016.0,,,https://www.amazon.com/Middle-School-Worst-Years-Life/dp/B01LZP9Z5Q/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1481218574&sr=1-1&keywords=Middle+School%3A+The+Worst+Years+of+My+Life
Traffik,25.0,37.0,31,51.0,41.0,10,46,-15,thriller,"Thriller, Suspense",original screenplay,3.941338,3941338.0,9.186156,9186156.0,0.316741,316741,9502897.0,95.02897,0.0333309937,4.0,2.37572425,0.9853345,2018.0,,,https://www.amazon.com/Traffik-Paula-Patton/dp/B07DFLVD3X/ref=sr_1_2?s=instant-video&ie=UTF8&qid=1546970712&sr=1-2&keywords=Traffik
42.0,79.0,62.0,70.5,86.0,74.0,12,80,-9.5,Biography,"Biography, Drama, Sport",based on a true story,27.487144,27487144.0,95.020213,95020213.0,895.455078,895455078,95021108.46,95.02110846,9.423749023,40.0,2.375527711,0.6871786,2013.0,,,http://www.amazon.com/gp/product/B00DYQW6EU/?tag=titb-20
Rush ,89.0,75.0,82,88.0,85.0,3,86.5,-4.5,Action,"Action, Biography, Drama, Sport",based on a true story,0.187289,187289.0,26.947624,26947624.0,63.3,63300000,90247624.0,90.247624,0.7014035073,38.0,2.374937474,0.004928657895,2013.0,,,http://www.amazon.com/gp/product/B00H9671YQ/?tag=titb-20
The Hunger Games: Mockingjay - Part 2,70.0,65.0,67.5,66.0,67.0,-1,66.5,1,thriller,thriller,sequel,102.665981,102665981.0,7.538507,7538507.0,371.704359,371704359,379242866.0,379.242866,0.980122218,160.0,2.370267913,0.6416623813,2016.0,,,https://www.amazon.com/Hunger-Games-Mockingjay-Part/dp/B0186DGA92/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1481218061&sr=1-1&keywords=The+Hunger+Games%3A+Mockingjay+-+Part+2
Good Luck Chuck,3.0,19.0,11,57.0,41.0,16,49,-38,romance,romantic comedy,original screenplay,13.652001,13652001.0,35.017297,35017297.0,24.174831,24174831,59192128.0,59.192128,0.4084129396,25.0,2.36768512,0.54608004,2007.0,,,http://www.amazon.co.uk/Good-Luck-Chuck-Dan-Fogler/dp/B00FZD9JSQ/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1457385845&sr=1-1&keywords=Good+Luck+Chuck
